id,title,parent_id,path,source_id,taxonomy_id,item_id
37354,Molecular and Cellular Biology,0,/37354,,106,22405872
37360,Therapeutic Research and Development,0,/37360,,106,22405872
37339,Cancer,0,/37339,,106,22405787
37348,Cancer Biology,0,/37348,,106,22405787
37354,Molecular and Cellular Biology,0,/37354,,106,22405787
37339,Cancer,0,/37339,,106,22405784
37348,Cancer Biology,0,/37348,,106,22405784
37354,Molecular and Cellular Biology,0,/37354,,106,22405784
37339,Cancer,0,/37339,,106,22405781
37348,Cancer Biology,0,/37348,,106,22405781
37354,Molecular and Cellular Biology,0,/37354,,106,22405781
37339,Cancer,0,/37339,,106,22405778
37348,Cancer Biology,0,/37348,,106,22405778
37354,Molecular and Cellular Biology,0,/37354,,106,22405778
37339,Cancer,0,/37339,,106,22405775
37348,Cancer Biology,0,/37348,,106,22405775
37354,Molecular and Cellular Biology,0,/37354,,106,22405775
37339,Cancer,0,/37339,,106,22405445
37351,Tumor Biology,0,/37351,,106,22405445
37375,Methods and Technology,0,/37375,,106,22405445
37339,Cancer,0,/37339,,106,22405442
37351,Tumor Biology,0,/37351,,106,22405442
37375,Methods and Technology,0,/37375,,106,22405442
37339,Cancer,0,/37339,,106,22405397
37348,Cancer Biology,0,/37348,,106,22405397
37351,Tumor Biology,0,/37351,,106,22405397
37354,Molecular and Cellular Biology,0,/37354,,106,22405397
37339,Cancer,0,/37339,,106,22405394
37348,Cancer Biology,0,/37348,,106,22405394
37351,Tumor Biology,0,/37351,,106,22405394
37354,Molecular and Cellular Biology,0,/37354,,106,22405394
37339,Cancer,0,/37339,,106,22405391
37348,Cancer Biology,0,/37348,,106,22405391
37351,Tumor Biology,0,/37351,,106,22405391
37354,Molecular and Cellular Biology,0,/37354,,106,22405391
37339,Cancer,0,/37339,,106,22405388
37348,Cancer Biology,0,/37348,,106,22405388
37351,Tumor Biology,0,/37351,,106,22405388
37354,Molecular and Cellular Biology,0,/37354,,106,22405388
37339,Cancer,0,/37339,,106,22405296
37348,Cancer Biology,0,/37348,,106,22405296
37360,Therapeutic Research and Development,0,/37360,,106,22405296
37339,Cancer,0,/37339,,106,22405293
37348,Cancer Biology,0,/37348,,106,22405293
37360,Therapeutic Research and Development,0,/37360,,106,22405293
37339,Cancer,0,/37339,,106,22405290
37348,Cancer Biology,0,/37348,,106,22405290
37360,Therapeutic Research and Development,0,/37360,,106,22405290
37339,Cancer,0,/37339,,106,22405097
37351,Tumor Biology,0,/37351,,106,22405097
37354,Molecular and Cellular Biology,0,/37354,,106,22405097
37357,Cancer Detection and Diagnosis,0,/37357,,106,22405097
37360,Therapeutic Research and Development,0,/37360,,106,22405097
37375,Methods and Technology,0,/37375,,106,22405097
37339,Cancer,0,/37339,,106,22405067
37360,Therapeutic Research and Development,0,/37360,,106,22405067
37339,Cancer,0,/37339,,106,22405061
37360,Therapeutic Research and Development,0,/37360,,106,22405061
37339,Cancer,0,/37339,,106,22405058
37360,Therapeutic Research and Development,0,/37360,,106,22405058
37339,Cancer,0,/37339,,106,22405055
37360,Therapeutic Research and Development,0,/37360,,106,22405055
37339,Cancer,0,/37339,,106,22405052
37360,Therapeutic Research and Development,0,/37360,,106,22405052
37339,Cancer,0,/37339,,106,22405049
37360,Therapeutic Research and Development,0,/37360,,106,22405049
37339,Cancer,0,/37339,,106,22405046
37360,Therapeutic Research and Development,0,/37360,,106,22405046
37339,Cancer,0,/37339,,106,22404917
37351,Tumor Biology,0,/37351,,106,22404917
37375,Methods and Technology,0,/37375,,106,22404917
37339,Cancer,0,/37339,,106,22404914
37351,Tumor Biology,0,/37351,,106,22404914
37375,Methods and Technology,0,/37375,,106,22404914
37339,Cancer,0,/37339,,106,22404908
37351,Tumor Biology,0,/37351,,106,22404908
37375,Methods and Technology,0,/37375,,106,22404908
37339,Cancer,0,/37339,,106,22404905
37351,Tumor Biology,0,/37351,,106,22404905
37375,Methods and Technology,0,/37375,,106,22404905
37339,Cancer,0,/37339,,106,22404902
37351,Tumor Biology,0,/37351,,106,22404902
37375,Methods and Technology,0,/37375,,106,22404902
37339,Cancer,0,/37339,,106,22404896
37351,Tumor Biology,0,/37351,,106,22404896
37375,Methods and Technology,0,/37375,,106,22404896
37339,Cancer,0,/37339,,106,22404893
37351,Tumor Biology,0,/37351,,106,22404893
37375,Methods and Technology,0,/37375,,106,22404893
37339,Cancer,0,/37339,,106,22404890
37351,Tumor Biology,0,/37351,,106,22404890
37375,Methods and Technology,0,/37375,,106,22404890
37339,Cancer,0,/37339,,106,22404881
37351,Tumor Biology,0,/37351,,106,22404881
37375,Methods and Technology,0,/37375,,106,22404881
37339,Cancer,0,/37339,,106,22404668
37360,Therapeutic Research and Development,0,/37360,,106,22404668
37363,Immuno-oncology,0,/37363,,106,22404668
37339,Cancer,0,/37339,,106,22404662
37360,Therapeutic Research and Development,0,/37360,,106,22404662
37363,Immuno-oncology,0,/37363,,106,22404662
37339,Cancer,0,/37339,,106,22404395
37348,Cancer Biology,0,/37348,,106,22404395
37360,Therapeutic Research and Development,0,/37360,,106,22404395
37375,Methods and Technology,0,/37375,,106,22404395
37339,Cancer,0,/37339,,106,22404392
37348,Cancer Biology,0,/37348,,106,22404392
37360,Therapeutic Research and Development,0,/37360,,106,22404392
37375,Methods and Technology,0,/37375,,106,22404392
37339,Cancer,0,/37339,,106,22404389
37348,Cancer Biology,0,/37348,,106,22404389
37360,Therapeutic Research and Development,0,/37360,,106,22404389
37375,Methods and Technology,0,/37375,,106,22404389
37339,Cancer,0,/37339,,106,22404386
37348,Cancer Biology,0,/37348,,106,22404386
37360,Therapeutic Research and Development,0,/37360,,106,22404386
37375,Methods and Technology,0,/37375,,106,22404386
37339,Cancer,0,/37339,,106,22404383
37348,Cancer Biology,0,/37348,,106,22404383
37360,Therapeutic Research and Development,0,/37360,,106,22404383
37375,Methods and Technology,0,/37375,,106,22404383
37339,Cancer,0,/37339,,106,22404380
37348,Cancer Biology,0,/37348,,106,22404380
37360,Therapeutic Research and Development,0,/37360,,106,22404380
37375,Methods and Technology,0,/37375,,106,22404380
37339,Cancer,0,/37339,,106,22404377
37348,Cancer Biology,0,/37348,,106,22404377
37360,Therapeutic Research and Development,0,/37360,,106,22404377
37375,Methods and Technology,0,/37375,,106,22404377
37339,Cancer,0,/37339,,106,22404363
37348,Cancer Biology,0,/37348,,106,22404363
37351,Tumor Biology,0,/37351,,106,22404363
37354,Molecular and Cellular Biology,0,/37354,,106,22404363
37339,Cancer,0,/37339,,106,22404357
37348,Cancer Biology,0,/37348,,106,22404357
37351,Tumor Biology,0,/37351,,106,22404357
37354,Molecular and Cellular Biology,0,/37354,,106,22404357
37339,Cancer,0,/37339,,106,22404354
37348,Cancer Biology,0,/37348,,106,22404354
37351,Tumor Biology,0,/37351,,106,22404354
37354,Molecular and Cellular Biology,0,/37354,,106,22404354
37339,Cancer,0,/37339,,106,22404351
37348,Cancer Biology,0,/37348,,106,22404351
37351,Tumor Biology,0,/37351,,106,22404351
37354,Molecular and Cellular Biology,0,/37354,,106,22404351
37339,Cancer,0,/37339,,106,22404261
37354,Molecular and Cellular Biology,0,/37354,,106,22404261
37339,Cancer,0,/37339,,106,22404258
37354,Molecular and Cellular Biology,0,/37354,,106,22404258
37339,Cancer,0,/37339,,106,22404255
37354,Molecular and Cellular Biology,0,/37354,,106,22404255
37339,Cancer,0,/37339,,106,22404252
37354,Molecular and Cellular Biology,0,/37354,,106,22404252
37339,Cancer,0,/37339,,106,22404249
37354,Molecular and Cellular Biology,0,/37354,,106,22404249
37339,Cancer,0,/37339,,106,22404173
37351,Tumor Biology,0,/37351,,106,22404173
37360,Therapeutic Research and Development,0,/37360,,106,22404173
37375,Methods and Technology,0,/37375,,106,22404173
37339,Cancer,0,/37339,,106,22404102
37348,Cancer Biology,0,/37348,,106,22404102
37351,Tumor Biology,0,/37351,,106,22404102
37339,Cancer,0,/37339,,106,22404099
37348,Cancer Biology,0,/37348,,106,22404099
37351,Tumor Biology,0,/37351,,106,22404099
37339,Cancer,0,/37339,,106,22404095
37348,Cancer Biology,0,/37348,,106,22404095
37354,Molecular and Cellular Biology,0,/37354,,106,22404095
37360,Therapeutic Research and Development,0,/37360,,106,22404095
37339,Cancer,0,/37339,,106,22404096
37348,Cancer Biology,0,/37348,,106,22404096
37351,Tumor Biology,0,/37351,,106,22404096
37339,Cancer,0,/37339,,106,22404093
37348,Cancer Biology,0,/37348,,106,22404093
37351,Tumor Biology,0,/37351,,106,22404093
37339,Cancer,0,/37339,,106,22404092
37348,Cancer Biology,0,/37348,,106,22404092
37354,Molecular and Cellular Biology,0,/37354,,106,22404092
37360,Therapeutic Research and Development,0,/37360,,106,22404092
37339,Cancer,0,/37339,,106,22404089
37348,Cancer Biology,0,/37348,,106,22404089
37354,Molecular and Cellular Biology,0,/37354,,106,22404089
37360,Therapeutic Research and Development,0,/37360,,106,22404089
37339,Cancer,0,/37339,,106,22404090
37348,Cancer Biology,0,/37348,,106,22404090
37351,Tumor Biology,0,/37351,,106,22404090
37339,Cancer,0,/37339,,106,22404087
37348,Cancer Biology,0,/37348,,106,22404087
37351,Tumor Biology,0,/37351,,106,22404087
37339,Cancer,0,/37339,,106,22404084
37348,Cancer Biology,0,/37348,,106,22404084
37351,Tumor Biology,0,/37351,,106,22404084
37339,Cancer,0,/37339,,106,22404080
37348,Cancer Biology,0,/37348,,106,22404080
37354,Molecular and Cellular Biology,0,/37354,,106,22404080
37360,Therapeutic Research and Development,0,/37360,,106,22404080
37339,Cancer,0,/37339,,106,22403787
37363,Immuno-oncology,0,/37363,,106,22403787
37339,Cancer,0,/37339,,106,22403784
37363,Immuno-oncology,0,/37363,,106,22403784
37339,Cancer,0,/37339,,106,22403781
37363,Immuno-oncology,0,/37363,,106,22403781
37339,Cancer,0,/37339,,106,22403778
37363,Immuno-oncology,0,/37363,,106,22403778
37339,Cancer,0,/37339,,106,22403610
37348,Cancer Biology,0,/37348,,106,22403610
37354,Molecular and Cellular Biology,0,/37354,,106,22403610
37375,Methods and Technology,0,/37375,,106,22403610
37339,Cancer,0,/37339,,106,22403607
37348,Cancer Biology,0,/37348,,106,22403607
37354,Molecular and Cellular Biology,0,/37354,,106,22403607
37375,Methods and Technology,0,/37375,,106,22403607
37339,Cancer,0,/37339,,106,22403604
37348,Cancer Biology,0,/37348,,106,22403604
37354,Molecular and Cellular Biology,0,/37354,,106,22403604
37375,Methods and Technology,0,/37375,,106,22403604
37339,Cancer,0,/37339,,106,22403493
37348,Cancer Biology,0,/37348,,106,22403493
37351,Tumor Biology,0,/37351,,106,22403493
37354,Molecular and Cellular Biology,0,/37354,,106,22403493
37360,Therapeutic Research and Development,0,/37360,,106,22403493
37339,Cancer,0,/37339,,106,22402724
37354,Molecular and Cellular Biology,0,/37354,,106,22402724
37339,Cancer,0,/37339,,106,22401585
37348,Cancer Biology,0,/37348,,106,22401585
37339,Cancer,0,/37339,,106,22401582
37348,Cancer Biology,0,/37348,,106,22401582
37339,Cancer,0,/37339,,106,22401308
37351,Tumor Biology,0,/37351,,106,22401308
37354,Molecular and Cellular Biology,0,/37354,,106,22401308
37375,Methods and Technology,0,/37375,,106,22401308
37339,Cancer,0,/37339,,106,22401305
37351,Tumor Biology,0,/37351,,106,22401305
37354,Molecular and Cellular Biology,0,/37354,,106,22401305
37375,Methods and Technology,0,/37375,,106,22401305
37339,Cancer,0,/37339,,106,22401302
37351,Tumor Biology,0,/37351,,106,22401302
37354,Molecular and Cellular Biology,0,/37354,,106,22401302
37375,Methods and Technology,0,/37375,,106,22401302
37339,Cancer,0,/37339,,106,22401299
37351,Tumor Biology,0,/37351,,106,22401299
37354,Molecular and Cellular Biology,0,/37354,,106,22401299
37375,Methods and Technology,0,/37375,,106,22401299
37339,Cancer,0,/37339,,106,22401228
37354,Molecular and Cellular Biology,0,/37354,,106,22401228
37339,Cancer,0,/37339,,106,22401225
37354,Molecular and Cellular Biology,0,/37354,,106,22401225
37339,Cancer,0,/37339,,106,22401219
37354,Molecular and Cellular Biology,0,/37354,,106,22401219
37339,Cancer,0,/37339,,106,22401216
37354,Molecular and Cellular Biology,0,/37354,,106,22401216
37339,Cancer,0,/37339,,106,22401213
37354,Molecular and Cellular Biology,0,/37354,,106,22401213
37339,Cancer,0,/37339,,106,22401210
37354,Molecular and Cellular Biology,0,/37354,,106,22401210
37339,Cancer,0,/37339,,106,22401174
37354,Molecular and Cellular Biology,0,/37354,,106,22401174
37360,Therapeutic Research and Development,0,/37360,,106,22401174
37339,Cancer,0,/37339,,106,22401171
37354,Molecular and Cellular Biology,0,/37354,,106,22401171
37360,Therapeutic Research and Development,0,/37360,,106,22401171
37339,Cancer,0,/37339,,106,22401168
37354,Molecular and Cellular Biology,0,/37354,,106,22401168
37360,Therapeutic Research and Development,0,/37360,,106,22401168
37339,Cancer,0,/37339,,106,22401036
37351,Tumor Biology,0,/37351,,106,22401036
37354,Molecular and Cellular Biology,0,/37354,,106,22401036
37339,Cancer,0,/37339,,106,22390536
37354,Molecular and Cellular Biology,0,/37354,,106,22390536
37339,Cancer,0,/37339,,106,22390304
37348,Cancer Biology,0,/37348,,106,22390304
37351,Tumor Biology,0,/37351,,106,22390304
37354,Molecular and Cellular Biology,0,/37354,,106,22390304
37360,Therapeutic Research and Development,0,/37360,,106,22390304
37363,Immuno-oncology,0,/37363,,106,22390304
37378,Cancer Prevention,0,/37378,,106,22390304
24,Evolutionary Biology,48,,,10,22383663
39,Ecology,33,,,10,22383663
125,Bioinformatics,48,,,10,22383663
786,Biological Mathematics,53,,,10,22383663
24,Evolutionary Biology,48,,,10,22383660
39,Ecology,33,,,10,22383660
125,Bioinformatics,48,,,10,22383660
786,Biological Mathematics,53,,,10,22383660
37339,Cancer,0,/37339,,106,22378725
37354,Molecular and Cellular Biology,0,/37354,,106,22378725
37375,Methods and Technology,0,/37375,,106,22378725
37339,Cancer,0,/37339,,106,22378722
37354,Molecular and Cellular Biology,0,/37354,,106,22378722
37375,Methods and Technology,0,/37375,,106,22378722
37339,Cancer,0,/37339,,106,22378719
37354,Molecular and Cellular Biology,0,/37354,,106,22378719
37375,Methods and Technology,0,/37375,,106,22378719
24208,Bioinformatics and computational biology not elsewhere classified,24181,/24130/24181/24208,310299,100,21561645
25195,Proteins and peptides,25174,/25066/25174/25195,340407,100,21561645
24160,Proteomics and intermolecular interactions (excl. medical proteomics),24133,/24130/24133/24160,310109,100,21561645
37339,Cancer,0,/37339,,106,22377177
37363,Immuno-oncology,0,/37363,,106,22377177
37339,Cancer,0,/37339,,106,22377171
37363,Immuno-oncology,0,/37363,,106,22377171
37339,Cancer,0,/37339,,106,22377162
37363,Immuno-oncology,0,/37363,,106,22377162
37339,Cancer,0,/37339,,106,22377102
37351,Tumor Biology,0,/37351,,106,22377102
37339,Cancer,0,/37339,,106,22377099
37351,Tumor Biology,0,/37351,,106,22377099
37339,Cancer,0,/37339,,106,22370700
37339,Cancer,0,/37339,,106,22368692
37339,Cancer,0,/37339,,106,22365936
37339,Cancer,0,/37339,,106,22365933
37339,Cancer,0,/37339,,106,22365906
37339,Cancer,0,/37339,,106,22364450
37339,Cancer,0,/37339,,106,22364370
37339,Cancer,0,/37339,,106,22363308
37339,Cancer,0,/37339,,106,22363305
24193,Genomics and transcriptomics,24181,/24130/24181/24193,310204,100,22362604
30376,Decision making,30370,/30292/30370/30376,520402,100,21773366
28864,Artificial intelligence not elsewhere classified,28825,/28798/28825/28864,460299,100,21774524
24361,Microbial genetics,24349,/24130/24349/24361,310704,100,22305955
24298,Gene expression (incl. microarray and other genome-wide approaches),24283,/24130/24283/24298,310505,100,22305955
24310,Genomics,24283,/24130/24283/24310,310509,100,22305955
26887,Biosecurity science and invasive species ecology,26881,/26863/26881/26887,410202,100,22361557
24220,Ecological physiology,24211,/24130/24211/24220,310303,100,21800822
29203,Software engineering not elsewhere classified,29176,/28798/29176/29203,461299,100,22352590
26494,Digital processor architectures,26485,/26212/26485/26494,400903,100,22352590
29236,Other information and computing sciences not elsewhere classified,29233,/28798/29233/29236,469999,100,22352590
29179,Automated software engineering,29176,/28798/29176/29179,461201,100,22358182
29173,Machine learning not elsewhere classified,29152,/28798/29152/29173,461199,100,22358080
27745,Sociology of health,27712,/27391/27712/27745,441011,100,22101665
27742,Sociology of gender,27712,/27391/27712/27742,441010,100,22101665
27748,Sociology of inequalities,27712,/27391/27712/27748,441012,100,22101665
27757,Sociology of the life course,27712,/27391/27712/27757,441015,100,22101665
27739,Sociology of family and relationships,27712,/27391/27712/27739,441009,100,22101665
29203,Software engineering not elsewhere classified,29176,/28798/29176/29203,461299,100,21828678
25789,Computational modelling and simulation in earth sciences,25786,/25717/25786/25789,370401,100,22351390
29179,Automated software engineering,29176,/28798/29176/29179,461201,100,22351357
25027,Land use and environmental planning,25015,/24895/25015/25027,330404,100,22350850
25042,Transport planning,25015,/24895/25015/25042,330409,100,22350850
25045,Urban analysis and development,25015,/24895/25015/25045,330410,100,22350850
25048,Urban design,25015,/24895/25015/25048,330411,100,22350850
25051,Urban informatics,25015,/24895/25015/25051,330412,100,22350850
25054,Urban planning and health,25015,/24895/25015/25054,330413,100,22350850
26749,Materials engineering not elsewhere classified,26713,/26212/26713/26749,401699,100,20063117
26221,Aerospace structures,26215,/26212/26215/26221,400102,100,22349347
26221,Aerospace structures,26215,/26212/26215/26221,400102,100,22344310
24184,Bioinformatic methods development,24181,/24130/24181/24184,310201,100,22348384
24193,Genomics and transcriptomics,24181,/24130/24181/24193,310204,100,22348384
24199,Sequence analysis,24181,/24130/24181/24199,310206,100,22348384
24202,Statistical and quantitative genetics,24181,/24130/24181/24202,310207,100,22348384
24310,Genomics,24283,/24130/24283/24310,310509,100,22348384
24382,Plant cell and molecular biology,24373,/24130/24373/24382,310803,100,22348384
24301,Gene mapping,24283,/24130/24283/24301,310506,100,22348384
24310,Genomics,24283,/24130/24283/24310,310509,100,22348243
26926,Environmental biotechnology not elsewhere classified,26905,/26863/26905/26926,410399,100,22348243
24184,Bioinformatic methods development,24181,/24130/24181/24184,310201,100,22346464
24184,Bioinformatic methods development,24181,/24130/24181/24184,310201,100,22344832
24208,Bioinformatics and computational biology not elsewhere classified,24181,/24130/24181/24208,310299,100,22344832
29770,Mathematical methods and special functions,29749,/29746/29749/29770,490107,100,22344805
29755,Biological mathematics,29749,/29746/29749/29755,490102,100,22344805
25846,Applied geophysics,25843,/25717/25843/25846,370601,100,22344529
25846,Applied geophysics,25843,/25717/25843/25846,370601,100,22344514
26221,Aerospace structures,26215,/26212/26215/26221,400102,100,22344352
24214,Behavioural ecology,24211,/24130/24211/24214,310301,100,21135310
24442,Zoology not elsewhere classified,24397,/24130/24397/24442,310999,100,21135310
24400,Animal behaviour,24397,/24130/24397/24400,310901,100,21135310
24553,Surgery,24475,/24457/24475/24553,320226,100,22341523
29182,Empirical software engineering,29176,/28798/29176/29182,461202,100,21806328
24208,Bioinformatics and computational biology not elsewhere classified,24181,/24130/24181/24208,310299,100,21787259
26629,Geospatial information systems and geospatial data modelling,26623,/26212/26623/26629,401302,100,22339675
26635,Photogrammetry and remote sensing,26623,/26212/26623/26635,401304,100,22339675
26629,Geospatial information systems and geospatial data modelling,26623,/26212/26623/26629,401302,100,22339642
26635,Photogrammetry and remote sensing,26623,/26212/26623/26635,401304,100,22339642
26323,Process control and simulation,26302,/26212/26302/26323,400407,100,22302685
25885,Groundwater hydrology,25876,/25717/25876/25885,370703,100,22339561
24199,Sequence analysis,24181,/24130/24181/24199,310206,100,22337977
26761,"Energy generation, conversion and storage (excl. chemical and electrical)",26752,/26212/26752/26761,401703,100,22337452
26932,Conservation and biodiversity,26929,/26863/26929/26932,410401,100,22336744
24370,Microbiology not elsewhere classified,24349,/24130/24349/24370,310799,100,19826008
24484,Clinical microbiology,24475,/24457/24475/24484,320203,100,19826008
24208,Bioinformatics and computational biology not elsewhere classified,24181,/24130/24181/24208,310299,100,19826008
108,Atomic Physics,6,,,10,21572823
24238,Ecology not elsewhere classified,24211,/24130/24211/24238,310399,100,21431556
25186,Cheminformatics and quantitative structure-activity relationships,25174,/25066/25174/25186,340404,100,21552060
25129,Organometallic chemistry,25102,/25066/25102/25129,340209,100,21552060
24199,Sequence analysis,24181,/24130/24181/24199,310206,100,22331044
24238,Ecology not elsewhere classified,24211,/24130/24211/24238,310399,100,21270855
24208,Bioinformatics and computational biology not elsewhere classified,24181,/24130/24181/24208,310299,100,21270855
24232,Population ecology,24211,/24130/24211/24232,310307,100,21270855
24826,Vision science,24814,/24457/24814/24826,321204,100,21764885
24400,Animal behaviour,24397,/24130/24397/24400,310901,100,17082146
24214,Behavioural ecology,24211,/24130/24211/24214,310301,100,17082146
24208,Bioinformatics and computational biology not elsewhere classified,24181,/24130/24181/24208,310299,100,17082146
24280,Evolutionary biology not elsewhere classified,24241,/24130/24241/24280,310499,100,17082146
30391,Cognitive and computational psychology not elsewhere classified,30370,/30292/30370/30391,520499,100,17082146
30418,Other psychology not elsewhere classified,30415,/30292/30415/30418,529999,100,17082146
27418,Anthropology not elsewhere classified,27394,/27391/27394/27418,440199,100,17082146
25906,Physical oceanography,25897,/25717/25897/25906,370803,100,22323298
29179,Automated software engineering,29176,/28798/29176/29179,461201,100,22277680
28993,Networking and communications,28966,/28798/28966/28993,460609,100,22317871
26527,"Electronics, sensors and digital hardware not elsewhere classified",26485,/26212/26485/26527,400999,100,20411565
26512,"Photonic and electro-optical devices, sensors and systems (excl. communications)",26485,/26212/26485/26512,400909,100,20411565
26503,Electronic sensors,26485,/26212/26485/26503,400906,100,20411565
26749,Materials engineering not elsewhere classified,26713,/26212/26713/26749,401699,100,22310068
26017,Econometric and statistical methods,26011,/25945/26011/26017,380202,100,22316281
26017,Econometric and statistical methods,26011,/25945/26011/26017,380202,100,22316224
26998,Other environmental sciences not elsewhere classified,26995,/26863/26995/26998,419999,100,22316200
29770,Mathematical methods and special functions,29749,/29746/29749/29770,490107,100,21714509
24748,Neurosciences not elsewhere classified,24724,/24457/24724/24748,320999,100,22120100
25735,Atmospheric dynamics,25720,/25717/25720/25735,370105,100,22312066
24712,Cell physiology,24709,/24457/24709/24712,320801,100,22307392
29191,Requirements engineering,29176,/28798/29176/29191,461205,100,22309276
29869,Applied statistics,29866,/29746/29866/29869,490501,100,22308454
24811,Oncology and carcinogenesis not elsewhere classified,24775,/24457/24775/24811,321199,100,22306813
25162,Structure and dynamics of materials,25141,/25066/25141/25162,340307,100,22306390
26269,Biomaterials,26263,/26212/26263/26269,400302,100,22306390
25147,Macromolecular materials,25141,/25066/25141/25147,340302,100,22306390
25171,Macromolecular and materials chemistry not elsewhere classified,25141,/25066/25141/25171,340399,100,22306390
25168,Theory and design of materials,25141,/25066/25141/25168,340309,100,22306390
24400,Animal behaviour,24397,/24130/24397/24400,310901,100,15088095
24214,Behavioural ecology,24211,/24130/24211/24214,310301,100,15088095
24280,Evolutionary biology not elsewhere classified,24241,/24130/24241/24280,310499,100,15088095
24184,Bioinformatic methods development,24181,/24130/24181/24184,310201,100,22305958
24136,Analytical biochemistry,24133,/24130/24133/24136,310101,100,22267066
29269,Communication and media studies not elsewhere classified,29242,/29239/29242/29269,470199,100,22300447
26614,Non-Newtonian fluid flows (incl. rheology),26578,/26212/26578/26614,401212,100,19672911
26299,Biomedical engineering not elsewhere classified,26263,/26212/26263/26299,400399,100,19672911
26269,Biomaterials,26263,/26212/26263/26269,400302,100,19672911
24235,Terrestrial ecology,24211,/24130/24211/24235,310308,100,22303408
27052,Epidemiological methods,27040,/27001/27040/27052,420204,100,22303300
23818,Agricultural biotechnology diagnostics (incl. biosensors),23815,/23812/23815/23818,300101,100,22301095
26872,Ecological impacts of climate change and ecological adaptation,26866,/26863/26866/26872,410102,100,22277731
30385,Psycholinguistics (incl. speech production and comprehension),30370,/30292/30370/30385,520405,100,22280449
30391,Cognitive and computational psychology not elsewhere classified,30370,/30292/30370/30391,520499,100,22280449
30373,Cognition,30370,/30292/30370/30373,520401,100,22280449
29110,Knowledge and information management,29074,/28798/29074/29110,460912,100,21593688
26758,"Dynamics, vibration and vibration control",26752,/26212/26752/26758,401702,100,19567621
30142,Acoustics and acoustical devices; waves,30139,/30082/30139/30142,510301,100,19567621
26773,Solid mechanics,26752,/26212/26752/26773,401707,100,19567621
24748,Neurosciences not elsewhere classified,24724,/24457/24724/24748,320999,100,19925483
24649,Medical biochemistry - lipids,24637,/24457/24637/24649,320504,100,22297771
24136,Analytical biochemistry,24133,/24130/24133/24136,310101,100,22297771
25750,Atmospheric sciences not elsewhere classified,25720,/25717/25720/25750,370199,100,21440622
24256,Evolutionary ecology,24241,/24130/24241/24256,310405,100,22296823
24256,Evolutionary ecology,24241,/24130/24241/24256,310405,100,22296793
29179,Automated software engineering,29176,/28798/29176/29179,461201,100,22296676
24178,Biochemistry and cell biology not elsewhere classified,24133,/24130/24133/24178,310199,100,22295881
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22295032
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22295932
25099,Analytical chemistry not elsewhere classified,25069,/25066/25069/25099,340199,100,22257133
24235,Terrestrial ecology,24211,/24130/24211/24235,310308,100,22285861
24238,Ecology not elsewhere classified,24211,/24130/24211/24238,310399,100,22285861
26890,Ecosystem function,26881,/26863/26881/26890,410203,100,22285861
26983,Soil biology,26974,/26863/26974/26983,410603,100,22285861
24238,Ecology not elsewhere classified,24211,/24130/24211/24238,310399,100,22285897
24235,Terrestrial ecology,24211,/24130/24211/24235,310308,100,22285897
26890,Ecosystem function,26881,/26863/26881/26890,410203,100,22285897
26983,Soil biology,26974,/26863/26974/26983,410603,100,22285897
29161,Deep learning,29152,/28798/29152/29161,461103,100,22293052
29179,Automated software engineering,29176,/28798/29176/29179,461201,100,22293052
29200,"Software testing, verification and validation",29176,/28798/29176/29200,461208,100,22293052
29827,Algebra and number theory,29824,/29746/29824/29827,490401,100,22277632
13614,Computer Software,13611,,,85,22259011
32963,Engineering,0,/32963,40,102,22266364
24184,Bioinformatic methods development,24181,/24130/24181/24184,310201,100,22283992
24202,Statistical and quantitative genetics,24181,/24130/24181/24202,310207,100,22283992
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22290406
26425,Autonomous vehicle systems,26416,/26212/26416/26425,400703,100,22290202
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22290397
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22290256
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22290244
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22290298
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22290364
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22290280
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22289845
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22289647
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22289797
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22289764
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22290058
23896,Animal nutrition,23887,/23812/23887/23896,300303,100,22290049
24238,Ecology not elsewhere classified,24211,/24130/24211/24238,310399,100,18209756
25939,Earth system sciences,25936,/25717/25936/25939,379901,100,22285279
23923,Agronomy,23914,/23812/23914/23923,300403,100,21398031
52,Information and Computing Sciences,0,,,13,22280584
1221,"Language, Communication and Culture",0,,,13,22280584
1039,Technology,0,,,13,22280584
52,Information and Computing Sciences,0,,,13,22280587
1221,"Language, Communication and Culture",0,,,13,22280587
1039,Technology,0,,,13,22280587
52,Information and Computing Sciences,0,,,13,22280590
1221,"Language, Communication and Culture",0,,,13,22280590
1039,Technology,0,,,13,22280590
29179,Automated software engineering,29176,/28798/29176/29179,461201,100,22280518
26407,Signal processing,26386,/26212/26386/26407,400607,100,22276105
