id,full_name,is_active,url_name,orcid_id,item_id
1448411,figshare admin faber,True,figshare_admin_faber,null,8377090
2820118,Adrian Clark,True,Adrian_Clark,null,8332638
2936978,kurt hansen,False,_,null,8332638
1448411,figshare admin faber,True,figshare_admin_faber,null,8327074
2820118,Adrian Clark,True,Adrian_Clark,null,8327074
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,8324958
2934148,Emine Yaman,False,_,null,8313960
2934150,Azra Musić-Kiliç,False,_,null,8313960
2934152,Zaid Zerdo,False,_,null,8313960
2934146,Erich Alvin Von Fange,False,_,null,8313958
2934144,Frederic Lord,False,_,null,8313956
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,8283932
2820118,Adrian Clark,True,Adrian_Clark,null,8271566
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,8250362
1438413,Young In Na,False,Young_In_Na,null,8250360
2782799,andrew mf,False,_,null,8250358
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,8250356
2820118,Adrian Clark,True,Adrian_Clark,null,8245261
2820118,Adrian Clark,True,Adrian_Clark,null,8242835
2820118,Adrian Clark,True,Adrian_Clark,null,8205535
2820118,Adrian Clark,True,Adrian_Clark,null,8205483
1448411,figshare admin faber,True,figshare_admin_faber,null,8196083
2820118,Adrian Clark,True,Adrian_Clark,null,8194499
1448411,figshare admin faber,True,figshare_admin_faber,null,8149050
1448411,figshare admin faber,True,figshare_admin_faber,null,8149046
1786165,Claire Turner,True,Claire_Turner,null,8120018
757142,Claire Turner,False,_,null,8120018
1448411,figshare admin faber,True,figshare_admin_faber,null,8119798
2837986,Dylan Chou,False,_,null,8119798
655785,Meng Jiang,False,_,null,8119798
2820118,Adrian Clark,True,Adrian_Clark,null,8112610
2820118,Adrian Clark,True,Adrian_Clark,null,8112570
2820118,Adrian Clark,True,Adrian_Clark,null,8109078
2820118,Adrian Clark,True,Adrian_Clark,null,8109076
1448411,figshare admin faber,True,figshare_admin_faber,null,8075655
1448411,figshare admin faber,True,figshare_admin_faber,null,8075653
2829518,JJ Thomas,False,_,null,8064389
1448411,figshare admin faber,True,figshare_admin_faber,null,8060569
2802821,Wendy Shook-Test,True,Wendy_Shook-Test,null,8053828
757142,Claire Turner,False,_,null,8010920
1786165,Claire Turner,True,Claire_Turner,null,8010920
1448411,figshare admin faber,True,figshare_admin_faber,null,8004762
76847,Thomas J. Scriba,False,Thomas_J_Scriba,null,7938277
1438413,Young In Na,False,Young_In_Na,null,7907080
2749908,Andrew Mckenna,True,Andrew_Mckenna,null,7847550
2779498,Barnab Last name,False,_,null,7847550
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,7658738
1002514,Jane Smith,False,null,null,7658738
1448413,Lazlo Hollyfeld,True,Lazlo_Hollyfeld,null,7658738
1531447,Janey Ullrich,True,Janey_Ullrich,null,7515390
1783652,Dahlia Robinson,True,Dahlia_Robinson,null,7515388
1910253,Camille Camejo,True,Camille_Camejo,null,7515388
1298049,Cheryl Turner,True,Cheryl_Turner,null,7515376
1656169,Quan Quan,True,Quan_Quan,null,7515376
1298371,Cheryl Telmer,True,Cheryl_Telmer,null,7505238
1299903,Gregory Lehane,True,Gregory_Lehane,null,7505238
1643077,Andrew Moss,True,Andrew_Moss,null,7341492
1642504,Charles Darwin,False,_,null,7334522
2526064,Jess Basil,True,Jess_Basil,null,7191180
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,7183908
464381,Karen Johnson,False,_,null,7183896
2525393,Lauri Speirs,False,_,null,7183896
2525395,Anne Mitchell,False,_,null,7183896
2525399,Anne-Michelle Ruha,False,_,null,7183894
2525401,Steven Curry,False,_,null,7183894
2525403,Michael Beuhler,False,_,null,7183894
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,7183888
2155540,Lee Lee,False,Lee_Lee,null,7183888
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,7183886
2525393,Lauri Speirs,False,_,null,7124066
2485204,Andrew Mck,False,_,null,7124066
2485204,Andrew Mck,False,_,null,7039568
1448411,figshare admin faber,True,figshare_admin_faber,null,7039568
1645484,jane doe,False,_,null,7039568
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,7017310
2533460,April Ludgate,True,April_Ludgate,null,7017310
1448413,Lazlo Hollyfeld,True,Lazlo_Hollyfeld,null,7017310
1448413,Lazlo Hollyfeld,True,Lazlo_Hollyfeld,null,7017068
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,6969378
1448413,Lazlo Hollyfeld,True,Lazlo_Hollyfeld,null,6969378
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,6968984
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,6968976
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,6965540
1448411,figshare admin faber,True,figshare_admin_faber,null,6954642
1448411,figshare admin faber,True,figshare_admin_faber,null,5794944
1448411,figshare admin faber,True,figshare_admin_faber,null,5752309
1453347,Taika Waititi,False,_,null,5738375
416170,Guoping Wang,False,_,null,5738373
1453343,Xuechen Chen,False,_,null,5738373
376953,Sheng Liu,False,_,null,5738373
1453341,Chingping Wong,False,_,null,5738373
1453345,Sheng Chu,False,_,null,5738373
409927,Joseph Peterson,True,Joseph_Peterson,null,5738371
1438459,MAMU-Figshare Administrator,False,_,null,5738369
1453339,Michelle De Aizpurua,False,_,null,5738367
1438453,Alistair G Auffret,False,_,null,5738365
1438451,Elsa Aggemyr,False,_,null,5738365
701402,Jan Plue,False,_,null,5738365
1438455,Mora Aronsson,False,_,null,5738365
97135,Andy Maloney,True,Andy_Maloney,0000-0002-8981-4611,5738361
54420,Lawrence J. Herskowitz,False,Lawrence_J_Herskowitz,null,5738361
96391,Steven J. koch,True,Steven_J_koch,0000-0001-9027-7502,5738361
1438475,Adric Riedel,False,_,null,5738359
1448415,Lewis Skolnick,True,Lewis_Skolnick,null,5735939
